build_request_id,server_id,status,total_duration_ms,event_count,experiment_id
track-mapr-metrics-matrix-smoke-20260523-03-dynamic-rag-on-jsonplaceholder-input-doc-r1-492986b3,a5762210-9737-471f-bd66-8e5121a47711,success,65711,3,track-mapr-metrics-matrix-smoke-20260523-03
