apiDocId,count,build_success_rate,metadata_readiness_rate,mcp_handshake_pass_rate,tool_call_pass_rate,compile_pass_rate,inspector_pass_rate,skipped_coverage,expected_operation_count,mapped_operation_count,generated_tool_count,hallucinated_tool_count,schema_valid_tool_count,endpoint_coverage,hallucinated_tool_rate,schema_validity_rate,attempted_tool_count,successful_tool_count,skipped_tool_count,inspector_attempted_tool_count,inspector_successful_tool_count,inspector_skipped_tool_count,cleanup_success_rate,cleanup_attempted_count,cleanup_removed_count,cleanup_failed_count,cleanup_skipped_count,attempted_validation_count,skipped_only_validation_count,unknown_tool_validation_count,usage_complete_count,usage_unavailable_count,usage_complete_rate,usage_statuses,usage_sources,p50_ms,p95_ms,p50_build_total_latency_ms,p95_build_total_latency_ms,p50_chat_total_latency_ms,p95_chat_total_latency_ms,estimated_prompt_tokens,estimated_completion_tokens,estimated_total_tokens,llm_call_count,selected_skill_tokens,estimated_cost_usd,tokens_per_successful_server,estimated_cost_per_successful_server
jsonplaceholder-input-doc,1,1,1,1,1,1,0,0,8,8,8,0,1,1,0,0.125,8,8,0,8,0,0,1,1,1,0,0,1,0,1,1,0,1,complete,mixed,155882,155882,155882,155882,,,11907,0,11907,0,0,0.0035721,11907,0.0036
