variantId,count,build_success_rate,metadata_readiness_rate,tool_call_pass_rate,skipped_coverage,attempted_tool_count,successful_tool_count,skipped_tool_count,p50_ms,p95_ms,estimated_prompt_tokens,estimated_completion_tokens,llm_call_count,selected_skill_tokens
static-rag-off,1,1,1,1,0.6923,4,4,9,137417,137417,0,0,0,0
